type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1250121;UNIGREEN Q-XTRA;Matière sèche (Min: 80.0 %, Max: 80.0 %)  | Pseudomonas palmensis souche BBB001 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Pseudomonas atacamensis souche BBB003 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Acides aminés libres totaux d'origine végétale (Min: 22.3 %, Max: 22.3 %)  | Azote (N) total  (Min: 4.13 %, Max: 4.13 %)  | dont azote (N) ammoniacal (Min: 0.3 %, Max: 0.3 %)  | dont azote (N) organique (Min: 3.38 %, Max: 3.38 %) ;;Matière fertilisante;
MFSC;1220882;ARYAMIN C;Matière sèche (Min: 42.5 %, Max: 42.5 %)  | Acides aminés libres (Min: 6.5 %, Max: 6.5 %)  | Azote (N) total  (Min: 6.0 %, Max: 6.0 %)  | dont azote (N) organique (Min: 1.6 %, Max: 1.6 %)  | dont azote (N) uréique (Min: 1.8 %, Max: 1.8 %)  | dont azote (N) ammoniacal (Min: 1.8 %, Max: 1.8 %)  | Zinc (Zn)  (Min: 0.5 %, Max: 0.5 %)  | Manganèse (Mn) (Min: 0.5 %, Max: 0.5 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1230944;FERTIBIOSTIM TOMATE;Matière sèche (Min: 94.0 %, Max: 94.0 %)  | Azote (N) total (Min: 9.5 %, Max: 9.5 %)  | dont Azote (N) organique (Min: 4.6 %, Max: 4.6 %)  | dont azote (N) ammoniacal (Min: 1.3 %, Max: 1.3 %)  | dont azote (N) uréique (Min: 3.9 %, Max: 3.9 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Oxyde de calcium (CaO) soluble eau (Min: 2.5 %, Max: 2.5 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 7.0 %, Max: 7.0 %)  | Bore (Bo) soluble dans l'eau (Min: 1.5 %, Max: 1.5 %)  | Acides aminés libres d'origine animale (Min: 2.5 %, Max: 2.5 %) ;;Matière fertilisante;
MFSC;1211002;FERTIACTYL START;Carbone organique (C) (Min: 8.6 %, Max: 8.6 %)  | N total (Min: 13.3 %, Max: 13.3 %)  | N uréique (Min: 12.9 %, Max: 12.9 %)  | P2O5 total (Min: 5.0 %, Max: 5.0 %)  | P2O5 soluble eau (Min: 4.57 %, Max: 4.57 %)  | K2O soluble eau (Min: 9.63 %, Max: 9.63 %) ;;Engrais;
MFSC;1221107;KRAKTENS;Matière sèche (Min: 7.3 %, Max: 7.3 %)  | Oxyde de calcium (CaO) (Min: 1.8 %, Max: 1.8 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 0.3 %, Max: 0.3 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1230899;PH PERFECT MICRO;Matière sèche (Min: 28.5 %, Max: 28.5 %)  | Azote (N) total  (Min: 2.0 %, Max: 2.0 %)  | dont azote (N) nitrique (Min: 2.0 %, Max: 2.0 %)  | Oxyde de calcium (CaO) soluble eau (Min: 3.4 %, Max: 3.4 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 0.2 %, Max: 0.2 %)  | Bore (B) soluble dans l'eau (Min: 0.02 %, Max: 0.02 %)  | Fer (Fe) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | dont fer (Fe) chélaté par DTPA, EDDHA et EDTA (Min: 0.05 %, Max: 0.05 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.02 %, Max: 0.02 %)  | dont manganèse (Mn) chélaté par EDTA (Min: 0.02 %, Max: 0.02 %)  | Acide humique (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 5.3 , Max: 5.3 ) ;Zinc (Zn) soluble dans l'eau (Min:  , Max:  )  | dont Zinc (Zn) chélaté (Min:  , Max:  )  | Cuivre (Cu) soluble dans l'eau (Min:  , Max:  )  | dont Cuivre (Cu) chélaté (Min:  , Max:  )  | Molybdène (Mo) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230896;BUD CANDY;Matière sèche (Min: 11.5 %, Max: 11.5 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 0.8 %, Max: 0.8 %)  | Azote (N) total  (Min: 0.8 %, Max: 0.8 %)  | Glucides (D-galactose, D-ribose, D-xylose, glucose et maltose) (Min: 8.0 %, Max: 8.0 %)  | Acide fulvique (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 5.6 , Max: 5.6 ) ;;Matière fertilisante;
MFSC;1150001;ACTIVROOTS;Activité cytokinique (Min: 200.0 µg BAP/kg, Max: 200.0 µg BAP/kg) ;;Stimulateur de croissance des plantes;
MFSC;1120000;BALSAMO GLUTACETINE;;;Matière fertilisante;
MFSC;9010016;BIODOZ LUZERNE STABILISE;;;Matière fertilisante;
MFSC;9010018;BIODOZ SOJA STABILISE;;;Matière fertilisante;
MFSC;6080003;CARBOFLANDRES;Fer (Fe) total (Min: 1.0 %, Max: 2.0 %)  | Carbonates (CO2) (Min: 31.0 %, Max: 47.0 %)  | Passant au tamis de 3,15 mm (Min: 80.0 %, Max: 100.0 %) ;;Amendement minéral basique;
MFSC;1110013;DPF;;;Matière fertilisante;
MFSC;1211001;FERTIACTYL GZ;N total (Min: 13.3 %, Max: 13.3 %)  | Carbone organique (C) (Min: 12.6 %, Max: 12.6 %)  | N uréique (Min: 12.9 %, Max: 12.9 %)  | K2O soluble eau (Min: 5.23 %, Max: 5.23 %) ;;Engrais;
MFSC;9710013;FERTIL'S;Soufre (S) total (Min: 91.0 %, Max: 91.0 %)  | SO3 total (Min: 227.0 %, Max: 227.0 %) ;;Engrais soufré;
MFSC;9110045;HYDRORETENTEUR RETAN;Capacité d'absorption d'une solution de Nitrate de Calcium Ca(NO3)2 à 2 g/L (Min: 40.0 mL/g, Max: 40.0 mL/g)  | Capacité d'absorption d'une eau distillée (Min: 300.0 g/mL, Max: 300.0 g/mL) ;;Rétenteur d'eau;
MFSC;1301001;MYCOR;Propagules de Glomus intraradices souche CMCCROC7 - Minimum 50 propagules par gramme (Min: 0.03 %, Max: 0.03 %)  | Engrais organique NF U 42-001 / A10 (Min: 99.97 %, Max: 99.97 %) ;;Matière fertilisante;
MFSC;1230284;P2P;Paenibacillus polymyxa souche BioM213 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Matière fertilisante;
MFSC;1120003;POMTHIO;K2O total (Min: 25.0 %, Max: 25.0 %)  | SO3 total (Min: 42.5 %, Max: 42.5 %)  | Potassium (Min: 20.7 %, Max: 20.7 %)  | Thiosulfate (exprimé en S) (Min: 17.0 %, Max: 17.0 %) ;;Matière fertilisante;
MFSC;1230897;NUTRINO PRO;Matière sèche (Min: 61.0 %, Max: 61.0 %)  | Azote (N) total  (Min: 23.0 %, Max: 23.0 %)  | dont azote (N) uréique (Min: 15.0 %, Max: 15.0 %)  | dont azote (N) de l'urée formaldéhyde (Min: 8.0 %, Max: 8.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 2.6 %, Max: 2.6 %)  | Acide pidolique (Min: 0.31 %, Max: 0.31 %)  | Combinaison d'acide gamma polyglutamique et de diphénylurée (R-100) (Min: 2.2 mg/kg, Max: 2.2 mg/kg)  | pH (Min: 8.5 , Max: 8.5 ) ;;Matière fertilisante;
MFSC;1250171;SUNGUARD;Oxyde de calcium (CaO) soluble dans les acides minéraux (Min: 27.0 %, Max: 27.0 %)  | Dyoxide de silicium (SiO2) (Min: 3.4 %, Max: 3.4 %)  | Matière sèche (Min: 72.0 %, Max: 72.0 %)  | dont azote (N) uréique (Min: 5.5 %, Max: 5.5 %)  | Zinc (Zn) total (Min: 1.5 %, Max: 1.5 %)  | pH (Min: 8.6 , Max: 8.6 )  | Manganèse (Mn) total (Min: 0.5 %, Max: 0.5 %)  | Azote (N) total (Min: 5.5 %, Max: 5.5 %) ;;Matière fertilisante;
MFSC;1240123;SEACTIV AZZIO;Matière sèche (Min: 43.0 %, Max: 43.0 %)  | Azote (N) total (Min: 6.0 %, Max: 6.0 %)  | dont Azote (N) organique (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Engrais;
MFSC;1171275;BACTOMYCOR;Azospiririllum sp. (Min: 25000000 UFC/g, Max: 25000000 UFC/g)  | Glomus intraradices (Min: 75.0 propagule/g, Max: 75.0 propagule/g) ;;Préparation bactérienne | Préparation fongique | Additif agronomique | Additif agronomique;
MFSC;1130014;FERTIXIA NS;N ammoniacal (Min: 2.0 %, Max: 2.0 %)  | Soufre (S) total (Min: 5.7 %, Max: 5.7 %)  | Azote (N) total (Min: 1.5 %, Max: 2.1 %) ;;Matière fertilisante;
MFSC;1130011;LA PLUIE SOLIDE;Capacité d'absorption d'une solution de Nitrate de Calcium Ca(NO3)2 à 2 g/L (Min: 40.0 mL, Max: 40.0 mL)  | Capacité d'absorption d'une eau distillée (Min: 300.0 mL, Max: 300.0 mL) ;;Rétenteur d'eau;
MFSC;1120009;MLCN 1;Finesse de mouture passant au tamis de 0,16 mm (Min: 80.0 %, Max: 80.0 %) ;;Amendement minéral basique;
MFSC;1120010;MLCN 2;;;Amendement minéral basique;
MFSC;1140006;MLCN 4;;;Amendement minéral basique;
MFSC;1140011;N-PROCESS;Acide glutamique (Min: 1090.0 mg/kg, Max: 0.0 mg/kg)  | Acide 3 indol, acétique (Min: 3.7 mg/kg, Max: 0.0 mg/kg) ;;Stimulateur de croissance des plantes;
MFSC;1010001;ORGAMUS;;;Engrais pour apport au sol;
MFSC;1140012;PHYSIO PRO;;;Stimulateur de croissance des plantes;
MFSC;1130013;RETEXIA-NK;;;Amendement - Engrais;
MFSC;1130009;SCDPEV;Matière sèche (Min: 43.0 % MB, Max: 43.0 % MB)  | Matières organiques (Min: 40.0 % MB, Max: 40.0 % MB)  | Acide glutamique (Min: 1090.0 mg/kg, Max: 1090.0 mg/kg)  | Acide 3 indol, acétique (Min: 3.7 mg/kg, Max: 3.7 mg/kg) ;;Matière fertilisante;
MFSC;1080010;SOL-ACTIF;;;Matière fertilisante;
MFSC;1120008;SYMBIVIT;;;Amendement - Engrais;
MFSC;1010011;TERRACOTTEM EV;Capacité d'absorption d'eau dans de l'eau déminéralisée (Min: 45000.0 g/kg, Max: 45000.0 g/kg)  | Capacité d'absorption d'eau dans une solution de Ca(NO3)2 (Min: 15000.0 g/kg, Max: 15000.0 g/kg) ;;Matière fertilisante;
MFSC;1303002;THAUCAL;;;Amendement basique;
MFSC;1230480;OSMONAT;Matière sèche (Min: 37.5 %, Max: 37.5 %)  | Azote (N) total  (Min: 2.6 %, Max: 2.6 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 3.3 %, Max: 3.3 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 4.8 %, Max: 4.8 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 2.2 %, Max: 2.2 %)  | Glycine bétaïne (Min: 300.0 g/L, Max: 300.0 g/L)  | pH (Min: 7.3 , Max: 7.3 ) ;;Matière fertilisante;
MFSC;1230129;HANEIA;Matière sèche (Min: 16.0 %, Max: 16.0 %)  | Zinc (Zn) chélaté EDTA (Min: 1.0 %, Max: 1.0 %)  | Manganèse (Mn) chélaté EDTA (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 6.0 , Max: 6.0 )  | Solution aqueuse à base de silicium (Min: 75.0 %, Max: 75.0 %) ;;Matière fertilisante;
MFSC;1210320;CALXPRO;Matières sèche (Min: 33.0 %, Max: 33.0 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 15.0 %, Max: 15.0 %)  | L-Proline (Min: 0.75 %, Max: 0.75 %) ;;Matière fertilisante;
MFSC;1190834;KAOUA TONUS;Matière sèche (Min: 42.4 %, Max: 42.4 %)  | Acides aminés totaux libres (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 7.9 , Max: 7.9 )  | Azote (N) total (Min: 7.7 %, Max: 7.7 %)  | Anhydre phosphorique total (P2O5) (Min: 4.7 %, Max: 4.7 %)  | Oxyde de potassium (K2O) total (Min: 4.6 %, Max: 4.6 %)  | Bore (B) total (Min: 0.042 %, Max: 0.042 %)  | Cuivre (Cu) total (Min: 0.012 %, Max: 0.012 %)  | Fer (Fe) total (Min: 0.025 %, Max: 0.025 %)  | Manganèse (Mn) total (Min: 0.041 %, Max: 0.041 %)  | Molybdène (Mo) (Min: 0.0040 %, Max: 0.0040 %)  | Zinc (Zn) (Min: 0.023 %, Max: 0.023 %)  | Carbone organique (C) (Min: 2.3 %, Max: 2.3 %) ;;Matière fertilisante;
MFSC;1240115;AGWI STRU;Matière sèche (Min: 53.0 %, Max: 53.0 %)  | Azote (N) ammoniacal (Min: 5.0 %, Max: 5.0 %)  | Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 28.0 %, Max: 28.0 %)  | Oxyde de magnésium (MgO) soluble dans les acides minéraux (Min: 15.0 %, Max: 15.0 %) ;;Matière fertilisante;
MFSC;1308002;NS 850;Matière sèche (Min: 59.0 %, Max: 59.0 %) ;;Matière fertilisante;
MFSC;1140005;MLCN 3;Finesse de mouture passant au tamis de 0,16 mm (Min: 80.0 %, Max: 80.0 %) ;;Amendement minéral basique;
MFSC;1240120;FERTIACTYL GZ RHIZO;Matière sèche (Min: 46.0 %, Max: 46.0 %)  | Matière organique (Min: 33.5 %, Max: 33.5 %)  | Azote (N) total  (Min: 13.0 %, Max: 13.0 %)  | dont azote (N) uréique (Min: 13.0 %, Max: 13.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 11.5 , Max: 11.5 ) ;Substances humiques (Min:  , Max:  )  | Extraits végétaux (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1240411;NATURAMIN CA/B;Matière sèche (Min: 44.0 %, Max: 44.0 %)  | Matière organique (Min: 5.0 %, Max: 5.0 %)  | Azote (N) total  (Min: 6.2 %, Max: 6.2 %)  | dont azote (N) nitrique (Min: 5.4 %, Max: 5.4 %)  | dont azote (N) organique (Min: 0.8 %, Max: 0.8 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Bore (B) soluble dans l'eau (Min: 0.2 %, Max: 0.2 %)  | Acides aminés libres d'origine animale (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 4.5 , Max: 4.5 ) ;;Matière fertilisante;
MFSC;1240491;AGRICELLS GROWTH WP01;Bacillus amyloliquefaciens souche AG002/2 (Min: 5000000000 UFC/g, Max: 5000000000 UFC/g) ;;Matière fertilisante;
MFSC;1250486;YOALO;Bacillus velezensis souche EX 180863 (Min: 30000000000 UFC/g, Max: 30000000000 UFC/g) ;;Matière fertilisante;
MFSC;1240973;EXTENDER;Matière sèche (Min: 51.0 %, Max: 51.0 %)  | Matière organique (Min: 30.0 %, Max: 30.0 %)  | Azote (N) total  (Min: 4.0 %, Max: 4.0 %)  | dont azote (N) organique (Min: 2.4 %, Max: 2.4 %)  | dont azote (N) ammoniacal (Min: 1.6 %, Max: 1.6 %)  | Anhydride phosphorique (P2O5) total (Min: 6.0 %, Max: 6.0 %)  | Oxyde de potassium (K2O) total (Min: 6.0 %, Max: 6.0 %)  | Bore (B) (Min: 0.12 %, Max: 0.12 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.02 %, Max: 0.02 %)  | Fer (Fe) chelaté EDTA (Min: 0.4 %, Max: 0.4 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.05 %, Max: 0.05 %)  | Molybdène (Mo) (Min: 0.01 %, Max: 0.01 %)  | Zinc (Zn) chélaté EDTA (Min: 0.05 %, Max: 0.05 %)  | Acides aminés libres d'origine végétale et synthétique (Min: 8.0 %, Max: 8.0 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1250605;BALSAMO;Acides aminés et/ou précurseurs exprimés en acide glutamique (Min: 8.0 %, Max: 8.0 %)  | Calcium (Ca) (Min: 25.0 %, Max: 25.0 %)  | Azote (N) total  (Min: 1.3 %, Max: 1.3 %) ;;Matière fertilisante;
MFSC;1250606;MOUV'N;Acides aminés et/ou précurseurs exprimés en acide glutamique (Min: 60.0 %, Max: 60.0 %)  | Calcium (Ca) (Min: 9.0 %, Max: 9.0 %)  | Azote (N) total  (Min: 6.0 %, Max: 6.0 %) ;;Matière fertilisante | Additif agronomique;
MFSC;1220816;TURBO ROOT;Zinc (Zn) chélaté EDTA soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | pH (Min: 7.4 , Max: 7.4 )  | Matière sèche  (Min: 72.0 %, Max: 72.0 %)  | Extraits humiques totaux (Min: 7.2 %, Max: 7.2 %)  | dont acides humiques (Min: 5.76 %, Max: 5.76 %)  | dont acides fulviques (Min: 1.44 %, Max: 1.44 %)  | Acides aminés libres (Min: 3.54 %, Max: 3.54 %)  | Azote (N) total  (Min: 2.8 %, Max: 2.8 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 3.05 %, Max: 3.05 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.46 %, Max: 4.46 %)  | Fer (Fe) chelaté EDTA soluble dans l'eau (Min: 0.017 %, Max: 0.017 %)  | Manganèse (Mn) chélaté EDTA soluble dans l'eau (Min: 0.1 %, Max: 0.1 %) ;;Matière fertilisante;
MFSC;1200955;FERTISEED;Matière sèche (MS) (Min: 55.0 %, Max: 55.0 %)  | Azote total (N) (Min: 8.9 %, Max: 8.9 %)  | Dont azote uréique (Min: 7.3 %, Max: 7.3 %)  | dont azote (N) ammoniacal (Min: 1.0 %, Max: 1.0 %)  | Anhydride phosphorique (P2O5)  (Min: 3.0 %, Max: 3.0 %)  | Bore (B) (Min: 0.04 %, Max: 0.04 %)  | Cuivre (Cu) (Min: 0.01 %, Max: 0.01 %)  | Fer (Fe) chelaté EDTA (Min: 0.02 %, Max: 0.02 %)  | Manganèse (Mn) (Min: 0.04 %, Max: 0.04 %)  | Molybdène (Mo) (Min: 0.0040 %, Max: 0.0040 %)  | Zinc (Zn)  (Min: 0.03 %, Max: 0.03 %)  | Acides aminés totaux (Min: 2.0 %, Max: 2.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %) ;pH (Min:  , Max:  )  | Oxyde de magnésium (MgO) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1240645;PH PERFECT SENSI BLOOM B;Matière sèche (Min: 30.0 %, Max: 30.0 %)  | Azote (N) total  (Min: 2.0 %, Max: 2.0 %)  | dont azote (N) nitrique (Min: 1.7 %, Max: 1.7 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 8.0 %, Max: 8.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Acides fulviques (Min: 1.5 %, Max: 1.5 %)  | pH (Min: 5.5 , Max: 5.5 ) ;Azote (N) uréique (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1220693;ISABION;Matière sèche (Min: 70.9 %, Max: 70.9 %)  | Matière organique (Min: 67.7 %, Max: 67.7 %)  | Azote (N) total  (Min: 11.4 %, Max: 11.4 %)  | dont azote (N) organique (Min: 10.0 %, Max: 10.0 %)  | Acides aminés libres totaux d'origine animale (Min: 53.35 %, Max: 53.35 %)  | dont acides aminés libres (Min: 11.0 %, Max: 11.0 %)  | pH (Min: 6.8 , Max: 6.8 )  | C/N (Min: 3.1 , Max: 3.1 ) ;;Matière fertilisante;
MFSC;6230905;LAPHRASSEA;Oxyde de potassium (K2O) total (Min: 2.0 %, Max: 4.0 %)  | Matière sèche (Min: 86.0 %, Max: 90.0 %)  | Matière organique (Min: 40.0 %, Max: 75.0 %)  | Anhydride phosphorique (P2O5) total (Min: 2.5 %, Max: 4.5 %)  | Azote (N) total  (Min: 2.0 %, Max: 4.0 %) ;Azote (N) ammoniacal (Min:  , Max:  )  | Azote (N) organique (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1210491;ESTIVE;Matière sèche  (Min: 69.0 %, Max: 69.0 %)  | Dioxyde de silicium (SiO2) (Min: 3.0 %, Max: 3.0 %)  | Zinc (Zn) total (Min: 1.5 %, Max: 1.5 %)  | Manganèse (Mn) total (Min: 0.5 %, Max: 0.5 %)  | pH (Min: 9.4 , Max: 9.4 ) ;Oxyde calcium (CaO) total (sous forme de carbonate) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1250623;ADSLOW;Matière sèche (Min: 30.0 %, Max: 30.0 %)  | Dicyandiamide (Min: 30.0 %, Max: 30.0 %) ;;Additif agronomique | Matière fertilisante;
MFSC;1250125;TERRAPLUS BALANCE;Matière organique (Min: 55.0 %, Max: 55.0 %)  | Carbone des substances humiques (Min: 8.0 %, Max: 8.0 %)  | Azote (N) total  (Min: 8.0 %, Max: 8.0 %)  | dont azote (N) organique (Min: 2.3 %, Max: 2.3 %)  | dont azote (N) ammoniacal (Min: 2.7 %, Max: 2.7 %)  | dont azote (N) uréique (Min: 3.0 %, Max: 3.0 %)  | Anhydride phosphorique (P2O5) total (Min: 3.0 %, Max: 3.0 %)  | dont anhydride phosphorique (P2O5) soluble dans le citrate d'ammonium neutre (Min: 1.7 %, Max: 1.7 %)  | Oxyde de potassium (K2O) total (Min: 8.0 %, Max: 8.0 %)  | Oxyde de calcium (CaO) total (Min: 3.0 %, Max: 3.0 %)  | Oxyde de magnésium (MgO) total (Min: 3.0 %, Max: 3.0 %)  | Anhydride sulfurique (SO3) (Min: 15.0 %, Max: 15.0 %)  | Fer (Fe) total chélaté EDTA (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.7 , Max: 6.7 ) ;;Matière fertilisante;
MFSC;1250337;AXIOMA BELLES FLEURS;Matière sèche (Min: 0.27 %, Max: 0.27 %)  | Anhydride sulfurique (SO3) (Min: 0.01 %, Max: 0.01 %)  | Fer (Fe) total (Min: 0.00020 %, Max: 0.00020 %)  | Zinc (Zn) total (Min: 0.000027 %, Max: 0.000027 %)  | Cuivre (Cu) total (Min: 0.000050 %, Max: 0.00050 %)  | Manganèse (Mn) total (Min: 0.00020 %, Max: 0.00020 %)  | Cobalt (Co) total (Min: 0.00020 %, Max: 0.00020 %)  | Molybdène (Mo) total (Min: 0.000050 %, Max: 0.000050 %)  | Oxyde de magnésium (MgO) total (Min: 0.0087 %, Max: 0.0087 %)  | Carbone organique (C) (Min: 0.15 %, Max: 0.15 %)  | pH (Min: 7.8 , Max: 7.8 ) ;;Matière fertilisante;
MFSC;1240978;TEMPLARIO PLUS;Matière sèche (Min: 47.4 %, Max: 47.4 %)  | Acide sorbique (Min: 27.0 %, Max: 27.0 %)  | Potassium (K2O) soluble dans l'eau (Min: 12.0 %, Max: 12.0 %)  | Acide salicylique (Min: 1.0 %, Max: 1.0 %)  | Conductivité électrique (Min: 79.0 ms / cm, Max: 79.0 ms / cm)  | pH (Min: 9.0 , Max: 9.0 ) ;;Matière fertilisante;
MFSC;1230940;PURESTIM NK;Matière sèche (Min: 94.0 %, Max: 94.0 %)  | Azote (N) total (Min: 7.5 %, Max: 7.5 %)  | dont Azote (N) organique (Min: 7.5 %, Max: 7.5 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 14.0 %, Max: 14.0 %)  | Acides aminés libres (Min: 60.0 %, Max: 60.0 %) ;;Matière fertilisante;
MFSC;1240737;MYCORADIS SOL;Rhizophagus irregularis souche MB-006RI (Min: 200.0 spores/g, Max: 200.0 spores/g)  | Septoglomus deserticola souche MB-020SD (Min: 200.0 spores/g, Max: 200.0 spores/g)  | Funneliformis mosseae souche MB-172FM (Min: 200.0 spores/g, Max: 200.0 spores/g)  | Claroideoglomus etunicatum souche MB-163CE (Min: 75.0 spores/g, Max: 75.0 spores/g)  | Claroideoglomus claroideum souche MB-154CC (Min: 75.0 spores/g, Max: 75.0 spores/g)  | Bacillus megaterium souche BM-4112 (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Bacillus subtilis souche BM-1307 (Min: 150000000 UFC/g, Max: 150000000 UFC/g)  | Bacillus licheniformis souche BM-3109 (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Bacillus altitudinis souche BM-5111 (Min: 150000000 UFC/g, Max: 150000000 UFC/g) ;;Matière fertilisante;
MFSC;1201089;EPIVIO ENERGY;Matière sèche (Min: 46.0 %, Max: 46.0 %)  | Matière organique (Min: 30.0 %, Max: 30.0 %)  | Azote (N) total (Min: 3.0 %, Max: 3.0 %)  | Azote uréique (Min: 2.0 %, Max: 2.0 %)  | Azote (N) organique (Min: 1.0 %, Max: 1.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Manganèse (Mn) chélaté EDTA (Min: 2.0 %, Max: 2.0 %)  | Molybdène (Mo) total (Min: 0.5 %, Max: 0.5 %)  | Extraits d'algues et extraits végétaux (Min: 63.0 %, Max: 63.0 %)  | pH (Min: 7.5 ., Max: 7.5 .)  | Densité (Min: 1.25 ., Max: 1.25 .) ;Vitamines (Min:  , Max:  )  | Acides aminés libres totaux (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1240214;KINSIDRO GROW+;Matière sèche (Min: 91.0 %, Max: 91.0 %)  | dont acides humiques (Min: 13.5 %, Max: 13.5 %)  | dont acides fulviques (Min: 47.5 %, Max: 47.5 %)  | Oxyde de potassium (K2O) total (Min: 13.6 %, Max: 13.6 %)  | Bore (B) (Min: 0.04 %, Max: 0.04 %)  | Cobalt (Co) chélaté EDTA (Min: 0.09 %, Max: 0.09 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.09 %, Max: 0.09 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.09 %, Max: 0.09 %)  | Molybdène (Mo) (Min: 0.011 %, Max: 0.011 %)  | Zinc (Zn) chélaté EDTA (Min: 0.09 %, Max: 0.09 %)  | Substances humiques total (Min: 62.0 %, Max: 62.0 %) ;;Matière fertilisante;
MFSC;1210619;ALCYGOL TOTAL BS;Matière sèche  (Min: 35.0 %, Max: 35.0 %)  | Azote (N) total  (Min: 7.8 %, Max: 7.8 %)  | Azote uréique (Min: 7.2 %, Max: 7.2 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 4.6 %, Max: 4.6 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.6 %, Max: 4.6 %)  | Bore (B) soluble dans l'eau (Min: 0.04 %, Max: 0.04 %)  | Cuivre (Cu) soluble dans l'eau chélaté par EDTA (Min: 0.01 %, Max: 0.01 %)  | Fer (Fe) chelaté EDTA soluble dans l'eau (Min: 0.025 %, Max: 0.025 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.0040 %, Max: 0.0040 %)  | Manganèse (Mn) chélaté EDTA soluble dans l'eau (Min: 0.04 %, Max: 0.04 %)  | Zinc (Zn) chélaté EDTA soluble dans l'eau (Min: 0.033 %, Max: 0.033 %)  | Mannitol (Min: 0.9 %, Max: 0.9 %)  | Conductivité électrique (Min: 70.0 ms / cm, Max: 70.0 ms / cm)  | pH (Min: 7.7 , Max: 7.7 ) ;;Matière fertilisante;
